artist|title|year|lyric
Connie Francis|breakin in a brand new broken heart|1961|If my friends should ask for me, Here at home is where I'll be There's no one I care to see, I'm breakin' in a brand new broken heart Now the heartaches have begun; There's a job that must be done I'll have no time for havin' fun, I'm breakin' in a brand new broken heart Oh, leave me alone, and let me cry, cry, cry There are tears that must be cried, Till there are no more tears inside Let me take a count of ten, Then I'll bounce right back again Let me be alone till then, I'm breakin' in a brand new broken heart I'm breakin' in a brand new broken heart
Connie Francis|if my pillow could talk|1963|If my pillow could talk If my pillow could talk If my pillow could talk It would tell you 'bout My sleepless nights Tell you 'bout the rivers I cried Ever since you said goodbye If we just could have talked it over Before you ever put me down You know I love you much too much To think about you running around If my pillow could talk to you Know how much I miss your kiss It would tell you how much I toss and I turn Waiting for you, darling, to return Yes, my pillow could tell you too Not one word they said was true If my pillow could talk to you If my pillow could talk to you Know how much I miss your kiss It would tell you how much I toss and I turn Waiting for you, darling, to return Yes, my pillow could tell you too Not one word they said was true If my pillow could talk to you If my pillow could talk to you Yeah, yeah, yeah, yeah If my pillow could talk to you If my pillow could talk to you
Connie Francis|follow the boys|1963|I'll follow the boys wherever they go I'll follow the boys 'cause in my heart, I know I know that somewhere, somewhere along the way I'll find my love, my own true love, some day And there'll be no place too far, no ocean too wide Wherever he goes I'll be right by his side I'll follow the boys and wait until the time Till that boy that I'm following is mine There'll be no place too far, no ocean too wide Wherever he goes I'll be right by his side So I'll follow the boys and wait until the time Till that wonderful boy that I'm following is mine
Connie Francis|whose heart are you breaking tonight|1965|Whose heart are you breaking tonight? Who's kissing and holding you tight? Who's looking in your eyes and sighing helplessly? Who's listening to your lies, those lies you told to me? I can't help but wonder somehow Who's playing the fool for you now While sleeping or waking, while my heart is aching Whose heart are you breaking tonight? I can't help but wonder somehow Who's playing the fool for you now While sleeping or waking, while my heart is aching Whose heart are you breaking tonight?
Connie Francis|plenty good lovin|1959|He got a plenty good lovin' plenty good kissin' Plenty good huggin' ah he's so fine and he's mine all mine He got a lovin' kissin' huggin' yes indeed he's all I need He got a plenty good lovin' plenty good kissin' Plenty good huggin' yes indeed he's all I need Yes indeed he's all I need He got a plenty good lovin' plenty good kissin' Plenty good huggin' ah he's so fine oh one more time He got a plenty good lovin' plenty good kissin' Plenty good huggin' ah he's so sweet and I must repeat He got a plenty good lovin' plenty good kissin' Plenty good huggin' yes indeed he's all I need
Connie Francis|malaguena|1960| El amor me llevo hacia ti Como tu suave matador La constancia de tu querer La alegria bajo el bisel Malaguea de ojos negros Malaguea de mis sueos Me estoy muriendo de pena Por tu, solo tu querer Malaguea de bonita Te quiero besar Malaguea de ojos negros Malaguea de mis sueos Me estoy muriendo de pena Por tu, solo tu querer Malaguea 
Connie Francis|im gonna be warm this winter|1963| I'm sorry dear, so sorry dearI'm sorry I made you cryWon't you forget, won't you forgiveDon't let us say goodbyeOne little word, one little smileOne little kiss won't you tryIt breaks my heart to hear you sighI'm sorry I made you cryOne little word, one little smileOne little kiss won't you tryIt breaks my heart to hear you sighI'm sorry I made you cry 
Connie Francis|stupid cupid|1958|Stupid cupid, you're a real mean guy I'd like to clip your wings so you can't fly I'm in love and it's a crying shame And I know that you're the one to blame Hey, hey, set me free Stupid cupid, stop pickin' on me I can't do my homework and I can't see straight I meet him every morning 'bout a halfpast eight I'm acting like a lovesick fool You've even got me carrying his books to school Hey, hey, set me free Stupid cupid, stop pickin' on me You mixed me up but good, right from the very start Hey, go play Robin Hood with, with somebody else's heart You've got me jumping like a crazy clown And I don't feature what you're putting down Since I kissed his lovin' lips of wine The thing that bothers me is that I like it fine Hey, hey, set me free Stupid cupid, stop pickin' on me You've got me jumping like a crazy clown And I don't feature what you're putting down Since I kissed his lovin' lips of wine The thing that bothers me is that I like it fine Hey, hey, set me free Stupid cupid, stop pickin' on me Hey, hey, set me free Stupid cupid, stop pickin' on me 
Connie Francis|blue winter|1964|It's gonna be a blue winter without you It's gonna be a blue winter for me While other lovers sit holding hands By a warm fireplace, I'll be home, all alone Longin' for your warm embrace It's gonna be a blue winter without you I'm headin' for a blue winter, I see Our love's too young to grow old Darlin' don't leave me out in the cold Don't let it be a blue winter for me Our love's too young to grow old Darlin' don't leave me out in the cold Don't let it be a blue winter for me Don't let it be a blue winter for me
Connie Francis|vacation|1962|V A C A T I O N in the summer sun Put away the books, we're out of school The weather's warm but we'll play it cool We're on vacation, havin' lots of fun V A C A T I O N in the summer sun We're gonna grab a bite at the pizza stand I'll write love letters in the sand We're on vacation and the world is ours V A C A T I O N under summer stars Yeah, we'll hop in a jalopy to a drivein movie And never look at the show, we're gonna hug and kiss Just like this and I can't wait to go, go, go We're gonna mash potato to a jukebox tune I'll park your car 'neath an August moon We're on vacation till the start of the fall V A C A T I O N, we're gonna have a ball, go V A C A T I O N gonna have a ball Uhh huh, we'll hop in a jalopy to a drivein movie And never look at the show, we're gonna hug and kiss Just like this and I can't wait to go, go, go We're gonna mash potato to a jukebox tune I'll park your car 'neath an August moon We're on vacation till the start of the fall V A C A T I O N, we're gonna have a ball, yeah V A C A T I O N, we're gonna have a ball, yeah
Connie Francis|your other love|1963|Your Other Love Your Other Love Artist Connie Francis peak Billboard position in Words and Music by Klaus Ogermann and Ben Raleigh Your other love Says she will be Yours faithfully But she'll deceive you She'll leave you And break your heaart I offer you Love that is true Darling, you'll find This love of mine Is deeper and stronger than your other love She wants to play Just for today I will be yours Forever more I'll love you so much more than your other love Your other love Your other love Your other love FADE Your other love Transcribed by Robin Hood
Connie Francis|when the boy in your arms|1962|When the boy in your arms is the boy in your heart Then you've got everything When you're holding the dream you've been dreaming you'd hold You're as rich as a king. So, hold him tight and never let him go day and night Let him know you love him so With the love of your life spend a life time of love Make him yours for ever more. So, hold him tight and never let him go day and night Let him know you love him so With the love of your life spend a life time of love Make him yours for ever more. Make him yours for ever more...
Connie Francis|love is me love is you|1966| Come on, baby Let's tell all the people We found a way to hem the blues Let's get together And just start a rumour That everyone will think is news Love is warm, love is fine Love is yours, love is mine Love is free, love is true Love is me, love is you Come on, baby Let's tell all the people That love is such a wonderful thing Let's get together And just start a notion That everybody else can sing Come on, baby Let's tell all the people That love will never pa** you by Let's get together And just start a habit That everybody else can try Come on, baby Let's tell everybody That love is still the greatest yet Let's get together And just start a gimmick That nobody else can forget 
Connie Francis|lipstick on your collar|1959|Yeah, yeah, yeah, yeah, yeah, yeah Yeah, yeah, yeah, yeah, yeah, yeah When you left me all alone at the record hop Told me you were goin' out for a soda pop You were gone for quite a while, half an hour or more You came back and man, oh man, this is what I saw Lipstick on you collar told a tale on you Lipstick on you collar said you were untrue Bet your bottom dollar, you and I are through 'Cause lipstick on you collar told a tale on you, yeah You said it belonged to me, made me stop and think And then I noticed yours was red, mine was baby pink Who walked in but Mary Jane, lipstick all a mess Were you smoochin' my best friend, if the answer's yes Lipstick on you collar told a tale on you Lipstick on you collar said you were untrue Bet your bottom dollar, you and I are through 'Cause lipstick on you collar told a tale on you, boy Told a tale on you, man Told a tale on you, yeah Told a tale on you Told a tale on you
Connie Francis|for mama|1965| Ave Maria She said "My daughter, I beg of you I have a with that must come true The last thing you can do for Mama Please promise me that you will stay And take my place while I'm away And give the children love each day" I had to cry, what could I say? How hard I tried to find the words I prayed she wouldn't see my cry So much to say that should be heard But only time to say goodbye to Mama They say in time that you'll forget Yet still today my eyes are wet I tell myself to smile for Mama Now soon there'll be another spring And I will start remembering The way she loved to hear me sing Her favorite song, "Ave Maria" Ave Maria The children have all grown up now I kept my promise to Mama I cannot guide them anymore I've done my best all for Mama Ave Maria But still it seems so very small For all she did for me 
Connie Francis|dont ever leave me|1964| Baby, Baby I've been waiting For somebody to love just me I'm so happy now that I found you I'll stand by you till eternity Don't ever leave me, don't ever let me go I wouldn't know what to do, I wouldn't know where to go Don't ever leave me, I'm giving you my heart And it would break in two if we should ever part Baby, tell me how much you love me And I have something to say to you I will always make you happy And I promise that I will be true Don't ever leave me, don't ever let me go I wouldn't know what to do, I wouldn't know where to go Don't ever leave me, I'm giving you my heart And it would break in two if we should ever part Don't ever leave me, don't ever let me go I wouldn't know what to do, I wouldn't know where to go Don't ever leave me, I'm giving you my heart And it would break in two if we should ever part Baby, Baby don't ever leave me Don't ever leave me... 
Connie Francis|time alone will tell|1967|La la la la... Time alone will My love for you will never end Although I know that you must go Fate that let us meet Was indiscreet to let me Fall in love with you Time may change the world But I could never change The world we used to know I love you so Time alone will tell For no one else could Be as wonderful as you I'll go on, so lonely now But losers must go on somehow Time alone will tell You'll always be my One and only love La la la la... La vita continuera Il mondo non si fermera Time alone will tell You'll always be my One and only love You'll always be my One and only love You'll always be my One and only love...
Connie Francis|fallin|1958|I got the feelin I'm fallin' Like a star up in the blue Like I was fallin' off Niagara In a paddle boat canoe I got the feelin' I'm a fallin' And it's all because of you Like I was walkin' on a tight rope Swingin' in the breeze And though I tried to keep my balance When I weaken in my knees I got the feelin' I'm a fallin' Lover, help me please Like a leaf falls from the branch Like a rock from an avalanche Like the rain on a stormy day I never thought I'd fall this way I thought that love could never touch me Yeah, I was ridin' high And then my ivory tower toppled And I tumbled from the sky I got the feelin' that I'm fallin' And you're the reason why Like a life that he married for Like the walls of Jericho Like Delilah's holy town And Samson tore it down I thought that love could never touch me Yeah, I was ridin' high And then my ivory tower toppled And I tumbled from the sky I got the feelin' that I'm fallin' And you're the reason why And you're the reason why And you're the reason why And you're the reason why ...
Connie Francis|if i didnt care|1959|If I didn't care more than words can say If I didn't care would I feel this way If this isn't love then why do I thrill And what makes my head go 'round and 'round While my heart stands still If I didn't care would it be the same Would my ev'ry prayer begin and end with just your name And would I be sure that this is love beyond compare Would all this be true if I didn't care for you If I didn't care honey child, mo' than words can say If I didn't care baby, would I feel this way Darlin' if this isn't love, then why do I thrill so much What is it that makes my head go 'round and 'round While my heart just stands still so much If I didn't care would it be the same Would my ev'ry prayer begin and end with just your name And would I be sure that this is love beyond compare Would all this be true if I didn't care for you
Connie Francis|jealous of you|1960|Your eyes may thrill me with gladness And tell me you're true, dear Yet thoughts still fill me with sadness And what can I do, dear I wonder if you are free I wonder if you are free Do you belong just to me I'm always jealous of you, dear I'm not to be I am jealous of you, darling Why am I so jealous, darling Sad are the fancies that throng Through my heart everyday Lest someone else come along Who can steal you away All your beauty I would own I would have you mine alone Fear that someday we may part Still consumes me with pain What would become of my heart If I loved you in vain
Connie Francis|too many rules|1961|I got home last night At ten past two My folks turned blue Their tempers flew I've gotta be in bed At quarter to There go those rules again Too many rules Too many rules Folks are just fools Making too many rules I pray the stars above I haven't lost your love 'Cause there are too many rules When you call me on the telephone It's not my own They've made it known So you must call me Only now and then There go those rules again My kid brother's always on my trail I can't escape that tattle tail I hope you understand What I'm going through I don't know what to do 'Cause there are too many rules
Connie Francis|be anything|1964| Be a beggar, be a thief Be my sunshine or my grief Be anything, but, darling, be mine Be a wise man, be a fool Treat me tender or be cruel Be anything, but, darling, be mine Climb to the top of the ladder Be master of all you survey Fail and it still doesn't matter If you love me, everything is okay Be the angel of my prayers Be the devil, who cares Be anything, but, darling, be mine Be the angel of my prayers Be the devil, who cares Be anything, but, darling, be mine
Connie Francis|roundabout|1965| One day you are loving Like we'll never part Then you say it's over Such a change of heart I go round and round On the roundabout of love Sometimes you are gentle Sometimes very kind Then without a warning You can change your mind I go round and round On the roundabout of love I'm going round in circles What can I do My love is getting nowhere fast With you Even though you promised To love me evermore Will I go on waiting Like I have before Always going round Ten feet off the ground On the roundabout of love with you I go round and round On the roundabout of love I'm going round in circles What can I do My love is getting nowhere fast With you Even though you promised To love me evermore Will I go on waiting Like I have before Always going round Ten feet off the ground On the roundabout of love with you La da da da da...
Connie Francis|teddy|1960|There's a guy, I want you to know He's the guy, I love so He's my Teddy, oh Teddy I, I love him so Oh, I remember the day that we met I'd be so silly to ever forget Woo Teddy, oh Teddy I, I love him so Ohh, he is so shy, it doesn't matter You're my guy, can't you see That I want you, I need you, I love you, I do And you belong to me I'll always love you, the rest of my life We could get married, I'd be your wife Woo Teddy, oh Teddy I, I love you so I'll always love you, the rest of my life We could get married, I'd be your wife Woo Teddy, oh Teddy I, I love you so
Connie Francis|my heart has a mind of its own|1960|I told this heart of mine our love could never be But then I hear your voice and somethin' stirs inside of me Somehow I can't just miss the memory of your kiss Guess my heart has a mind of its own No matter what I do, no matter what I say No matter how I try, I just can't turn the other way When I'm with someone new, I always think of you Guess my heart has a mind of its own You're not in love with me so why can't I forget I'm just your usedtobe, it's wrong and yet I know forgetting you would be a hopeless thing For I'm a puppet and I just can't seem to break the string I say, "I'll let you go" but then my heart says, "No" Guess my heart has a mind of its own Guess my heart has a mind of its own
Connie Francis|mama|1960| When the evening shadows fall and the lovely day is through Then with longing I recall the years I spent with you Mama, I miss the days when you were near to guide me Mama, those happy days when you were here beside me Safe in the glow of your love Sent from the heavens above Nothing can ever replace The warmth of your tender embrace Oh, Mama, until the day that we're together once more I'll live in these memories Until the day that we're together once more
Connie Francis|spanish nights and you|1966|I remember Spanish nights and you Soft guitars that sang of love so new Though we were just strangers when we met We shared a love no strangers could forget Soon our different worlds drifted apart But still those Spanish nights live in my heart When you said, "Yo te amo" then I knew I must return to Spanish nights and you I remember those Spanish nights, mi amor I wish I could hear the music of noches EspaA+oles And, darling, although we have drifted apart You're still in my heart When you said, "Yo te amo" then I knew I must return to Spanish nights and you I remember those Spanish nights, mi amor I wish I could hear
Connie Francis|drownin my sorrows|1963| I'll be drowning my sorrows over you I was happy when you were my true love Now I find that I'm losing my mind 'Cause they told me that you found a new love Now I know that the fates are unkind That's why I'm drowning my sorrows Facing lonely tomorrows Drowning my sorrows In an ocean of tears My broken heart keeps recalling As my teardrops keep falling That I'm drowning my sorrows over you Now I know that my bridges are burning 'Cause there'll never be no one else for me So I pray, darling, soon you'll be returning And you'll break these chains of love and set me free Till then I'm drowning my sorrows Facing lonely tomorrows Drowning my sorrows In an ocean of tears My broken heart keeps recalling As my teardrops keep falling That I'm drowning my sorrows over you Yes, I'm drowning my sorrows over you
Connie Francis|second hand love|1962|They tell me that there's someone else you really truly love And even when we kiss, that she's the one you're thinking of I guess it's true, 'cause once or twice you called me by her name I need you so but now I know that you don't feel the same It's all over town, you put me down A second hand love, a second hand love Though late at night, I sit alone and count the tears that fall I'd rather have this kind of love, then not see you at all My friends all say, I'm better off if we should drift apart But everyday, I hope and pray I'll be first in your heart It's all over town, you put me down I'm a second hand love, a second hand love Just a second hand love, a second hand love
Connie Francis|jealous heart|1966|Oh, jealous heart, oh, jealous heart, stop beating Can't you see the damage you have done? You have driven him away forever Jealous heart, now I'm the lonely one I was part of everything he planned for And I know he loved me at the start And now he hates the sight of all I stand for All because of you, oh, jealous heart Now that he's gone, he's gone and found another I know he loved me from the start Through all the years his memory will haunt me And all because of you, oh, jealous heart All because of you, oh, jealous heart 
Connie Francis|among my souvenirs|1959|There's nothing left for me of days that used to be There's just a memory among my souvenirs Some letters tied in blue, a photograph or two I see a rose from you among my souvenirs A few more tokens rest within my treasure chest And though they do their best to give me consolation I count them all apart and as the teardrops start I find a broken heart among my souvenirs I count them all apart and as the teardrops start I find a broken heart among my souvenirs
Connie Francis|god bless america|1959|God bless America, land that I love Stand beside her and guide her Through the night with the light from above From the mountains to the prairies To the oceans white with foam God bless America, my home sweet home God bless America, land that I love Stand beside her and guide her Through the night with the light from above From the mountains to the prairies To the oceans white with foam God bless America, my home sweet home God bless America, my home sweet home
Connie Francis|together|1961|We strolled the lane together, laughed at the rain together Sang love's refrain together and we'd both pretend it would never end But one day we cried together, cast love aside together You're gone from me but in my memory We always will be together Oh darlin', the memory of all the happy moments We shared together will always remain in my heart The picnics at the park, the boat rides on the lake The way we danced all night, the warmth of your kiss The way you held me tight are all part of a tender love I'll never, never forget You're gone from me but in my memory Darlin', wherever you are We'll always be together
Connie Francis|the wedding cake|1969|Don't be troubled 'bout me cause I'm tired From workin' 'round the house When day is done Don't think you failed me cause you can't afford That dishwasher to make my life more fun You know, the measure of a man is Much more than just the money he can make And every woman knows a lot of joy and tears Come with the wedding cake The wedding cake is not all icing And love and tender whispers in the dark One slice is concern for all your dreams prayed They won't come true and break your heart Another slice is feedin' kids and wipin' noses Cryin' when the doorbell rings and there are roses Every woman knows a lot of give and take Comes with the wedding cake It's facin' shadows of the future Prayin' they will fall away as we walk toward them Searchin' for the sun And it's long and anxious hours with the wolf at the door Hugs and kisses when, at last, we see the dawn So when the hands of time trace tellin' lines upon our face And lace our hair with strands of gray We laugh and say for all who will partake It all comes with the wedding cake Yes, for all who will partake It all comes with the wedding cake Yes, for all who will partake It all comes with the wedding cake 
Connie Francis|dont break the heart that loves you|1962|Don't break the heart that loves you; Handle it with care Don't break the heart that needs you; Darling, please be fair Why do you flirt, and constantly hurt me? Why do you treat our love so carelessly? You know I'm jealous of you, And yet you seem to try To go out of your way To be unkind Sweetheart, I'm begging of you, Don't break this heart that loves you Don't break this heart of mine Darling, please don't hurt me; Please, don't make me cry I don't know what I'd do if you'd ever say goodbye Remember I love you so much, And love is life's greatest joy Please don't break my heart like a child breaks a little toy Sweetheart, I'm begging of you, Don't break this heart that loves you Don't break this heart of mine
Connie Francis|hollywood|1961|Whose jalopy is covered with junk But don't have any money for lunch? It's Hollywood, it's Hollywood Who's the local star With the big, fine car? It's Hollywood Who wears the shady glasses after dark? Who tries to talk the little girlie's into parking? It's Hollywood, Hollywood Who's the local yokel with The horn rimmed bifocals? It's Hollywood Go, go, go Who else would hold a cigarette like that? Who else would wear a little Frenchy's hat? No one but Hollywood, Hollywood Who thinks he's been around But ain't never been out of town? It's Hollywood I'll give you just one little guess At who old Hollywood's trying to impress You're right, it's Hollywood, Hollywood Who's that farmer Who think he's a charmer? It's Hollywood Yeah, it's Hollywood all right Here Hollywood, here's a quarter Go buy yourself some, ah, continental pants Ascot, cigarette holder etc, etc
Connie Francis|looking for love|1964|Yeah, yeah, I'm just a looking Uh huh, I'm just a looking Yeah, yeah, I'm just a looking I am just looking for love Don't want fortune Don't want fame Don't want everybody To know my name Yeah, yeah, uh huh I'm just looking for love Don't want diamonds Don't want pearls Don't wanna be the envy Of the teenage girls Yeah, yeah, uh huh I'm just looking for love Don't wanna drive in Convertible cars Go to wild parties With movie stars Don't wanna wear Fabulous furs I just want towels Marked his and hers I don't want lots of wealth untold I just want a simple little way to go Yeah, yeah, uh huh I'm just looking for love Yeah, yeah, I'm just a looking Uh huh, I'm just a looking Don't wanna drive in Convertible cars Go to wild parties With movie stars Don't wanna wear Fabulous furs I just want towels Marked his and hers I'll be lucky As a girl can be When that certain boy Comes looking for me Yeah, yeah, uh huh I'm just looking for love Yeah, yeah, I'm just a looking Uh huh, I'm just a looking
Connie Francis|al di la|1963|Al di la means you are far above me, very far Al di la, as distant as the lovely evening star Where you walk flowers bloom When you smile all the gloom turns to sunshine And my heart opens wide When you're gone it fades inside and seems to have died Al di la, I wondered as I drifted where you were Al di la, the fog around me lifted, there you were In the kiss that I gave was the love I had saved for a lifetime Then I knew all of you was completely mine. Non credevo possibile, Se potessero dire queste parole Al di la del bene piu prezioso, ci sei tu. Al di la del sogno piu ambizioso, ci sei tu. Al di la delle cose piu belle. Al di la delle stelle, ci sei tu. Al di la, ci sei tu per me, per me, soltanto per me. Al di la del mare piu profondo, ci sei tu. Al di la de i limiti del mondo, ci sei tu. Al di la della volta infinita, al di la della vita. Ci sei tu, al di la, ci sei tu per me. La la la la la... La la la... Al di la del bene piu prezioso, ci sei tu, Al di la del sogno piu ambizioso, ci sei tu, Where you walk flowers bloom When you smile all the gloom turns to sunshine And my heart opens wide When you're gone it fades inside and seems to have died Al di la, I wondered as I drifted where you were Al di la, the fog around me lifted, there you were In the kiss that I gave was the love I had saved for a lifetime Then I knew all of you was completely mine. Al di la del mare piu profondo, ci sei tu. Al di la del limiti del mundo, ci sei tu. Al di la della volta infinita, al di la della vita. Ci sei tu, al di la, ci sei tu per me. La la la la La la la la La la la lalalaaaaaaaaaaaaa
Tim McGraw|let it go|2008|I've been caught sideways out here on the crossroads Tryin' to buy back the pieces I lost of my soul It's hard when the Devil won't get off your back It's like carryin' around the past in a hundred pound sack Today, I'm gonna keep on walkin' I'm gonna hold my head up high, gonna leave it all behind Today, I'm gonna stand out in the rain Let it wash it all away, yeah, wash it all away I'm gonna let it go, oh yeah I'm gonna let it go, oh yeah Skeletons and ghosts are hidin' in the shadows Threatening me with all the things that they know Choices and mistakes, they all know my name I'm through holdin' in and holdin' on to all that pain Today, I'm gonna keep on walkin' I'm gonna hold my head up high, got no more tears to cry Today, I'm gonna stand out in the rain Let it wash it all away, yeah, wash it all away I'm gonna let it go, oh yeah I'm gonna let it go, oh yeah And I know, I know, I know, I know I been forgiven I know, I know, I know, I'm gonna start livin' Today, I'm gonna keep on walkin' I'm gonna hold my head up high, I'm gonna leave it all behind Today, I'm gonna stand out in the rain Let it wash it all away, yeah, wash it all away I'm gonna let it go, oh yeah I'm gonna let it go, oh yeah I'm gonna let it go, oh yeah, oh yeah
Tim McGraw|please remember me|1999|When all our tears have reached the sea Part of you will live in me Way down deep inside my heart The days keep coming without fail A new wind is gonna find your sail That's where your journey starts You'll find better love strong as it ever was Deep as the river runs, warm as the morning sun Please remember me Just like the waves down by the shore We're gonna keep on coming back for more 'Cause we don't ever wanna stop Out in this brave new world you seek Over the valleys and the peaks And I can see you on the top You'll find better love strong as it ever was Deep as the river runs, warm as the morning sun Please remember me Remember me when you're out walkin' When the snow falls high outside your door Late at night when you're not sleepin' And moonlight falls across your floor When I can't hurt you anymore You'll find better love strong as it ever was Deep as the river runs, warm as the morning sun Please remember me Please remember me
Tim McGraw|my next thirty years|2001|I think I'll take a moment, celebrate my age The ending of an era and the turning of a page Now it's time to focus in on where I go from here Lord, have mercy on my next thirty years Hey, my next thirty years, I'm gonna have some fun Try to forget about all the crazy things I've done Maybe now I've conquered all my adolescent fears And I'll do it better in my next thirty years My next thirty years, I'm gonna settle all the scores Cry a little less, laugh a little more Find a world of happiness without the hate and fear Figure out just what I'm doing here in my next thirty years Oh, my next thirty years, I'm gonna watch my weight Eat a few more salads and not stay up so late Drink a little lemonade and not so many beers Maybe I'll remember my next thirty years My next thirty years will be the best years of my life Raise a little family and hang out with my wife Spend precious moments with the ones that I hold dear Make up for lost time here in my next thirty years In my next thirty years
Tim McGraw|dont take the girl|1994| Johnny's daddy was taking him fishin' When he was eight years old A little girl came through the front gate holdin' a fishing pole His dad looked down and smiled, said we can't leave her behind Son I know you don't want her to go but someday you'll change your mind And Johnny said "Take Jimmy Johnson, take Tommy Thompson, take my best friend Bo Take anybody that you want as long as she don't go Take any boy in the world Daddy please don't take the girl Same old boy Same sweet girl Ten years down the road He held her tight and kissed her lips In front of the picture show Stranger came and pulled a gun Grabbed her by the arm said "If you do what I tell you to, there won't be any harm" And Johnny said "Take my money, take my wallet, take my credit cards Here's the watch that my grandpa gave me Here's the key to my car Mister give it a whirl But please don't take the girl Same old boy Same sweet girl Five years down the road There's going to be a little one and she says it's time to go Doctor says the baby's fine but you'll have to leave 'Cause his momma's fading fast and Johnny hit his knees and there he prayed Take the very breath you gave me Take the heart from my chest I'll gladly take her place if you'll let me Make this my last request Take me out of this world God, please don't take the girl Johnny's daddy Was taking him fishin' When he was eight years old 
Tim McGraw|something like that|1999|It was Labor Day weekend I was seventeen I bought a Coke and some gasoline And I drove out to the county fair When I saw her for the first time She was standing there in the ticket line And it all started right then and there Oh, a sailor's sky made a perfect sunset And that's the day I'll never forget I had a barbecue stain on my white tshirt She was killing me in that miniskirt Skippin' rocks on the river by the railroad tracks She had a suntan line and red lipstick I worked so hard for that first kiss And a heart don't forget something like that Well, it was five years later on a southbound plane I was headed down to New Orleans To meet some friends of mine for Mardi Gras When I heard a voice from the past Comin' from a few rows back And when I looked, I couldn't believe just what I saw She said, "I bet you don't remember me" And I said, "Only every other memory" I had a barbecue stain on my white tshirt You were killing me in that miniskirt Skippin' rocks on the river by the railroad tracks You had a suntan line and red lipstick I worked so hard for that first kiss And a heart don't forget something like that Like an old photograph Time can make a feeling fade But the memory of the first love Never fades away I had a barbecue stain on my white tshirt She was killing me in that miniskirt Skippin rocks on the river by the railroad tracks She had a sun tan line and red lipstick I worked so hard for that first kiss And a heart don't forget, no a heart don't forget I said, "A heart don't forget something like that" Oh, not something like that
Tim McGraw|the rest of our life|2017|Sittin' with you in a dark room Warm by a fireplace You know there's just something about you You brighten my day uum uum I got something to run past you I just hope I say it right So I take your hand and ask you Have you made plans for the rest of your life? There's one thing I should be givin" up, givin' up now And that's worryin' about life Oh, I'll be fine If one gray hair shows, i'll be fine If my waistline goes, i'll be fine Even if time takes its toll We'll stay young for the rest of our lite I've been makin' plans for children Since I've been lookin' in your eyes I even have names picked out for them Daughter; it'd be Rose Son; it'd be Ron There's one thing I should be givin' up, givin' up now And that's worryin' about life Oh, I'll be fine If one gray hair shows, I'll be fine If my waistline goes, I'll be fine Even if time takes its toll We'll stay young for the rest of our life I don't really care about those storm clouds brewin' Oh, as long as you're here by my side Oh, we'll be young, oh we'll be young Oh, we'll be young, when we're old Oh, I'll be fine If my gray hair shows, I'll be fine If my waistline goes, I'll be fine Even when time takes its toll I'll stay young for the rest of my life With you, I'll stay young for the rest of my life With you we'll stay young for the rest of our life
Tim McGraw|if youre reading this|2007| If you're reading this My Mommas sittin there Looks like I only got a one way ticket over here Sure wish I Could give you one more kiss And war was just a game we played when we were kids I'm laying down my gun I'm hanging up boots I'm up here with God and we're both watching over you So lay me down In that open field out on the edge of town And know my soul Is where my momma always prayed That it would go And if you're reading this I'm already home If you're reading this Half way around the would I won't be there To see the birth of our little girl I hope she looks like you I hope she fight like me Stand up for the innocent and weak I'm laying down my gun I'm hanging up boots Tell dad I don't regret that I followed in his shoes So lay me down In that open field out on the edge of town And know my soul Is where my momma always prayed that it would go And if you're reading this I'm already home If you're reading this There's going to come a day When you'll move on And find some one else And that's ok Just remember this I'm in a better place Where soldiers live in peace And angels sing amazing grace So lay me down In that open field out on the edge of town And know my soul Is where my Momma always prayed that it would go And if you're reading this 
Tim McGraw|truck yeah|2012|Got Lil' Wayne pumpin' on my iPod Pumpin' on the subs in the back of my crew cab Redneck rockin' like a rockstar Sling a lil' mud off the back, we can do that Friday night football, Saturday Last Call, Sunday Hallelujah If you like it up loud and you're hillbilly proud Then you know what I'm talking about Let me hear you say, Truck Yeah Wanna get it jacked up yeah Let's crank it on up yeah With a little bit of luck I can find me a girl with a Truck Yeah We can love it on up yeah 'Til the sun comes up yeah And if you think this life I love is a little too country Truck Yeah Our party in the club is a honky tonk downtown Yeah that's where I like to hang out Chillin' in the back room Hangin' with my whole crew Sippin' on a cold brew, hey now! Got a mixed up playlist, DJ play this Wanna hear a country song If you like it up loud and you're hillbilly proud Throw your hands up now, let me hear you shout Truck Yeah Wanna get it jacked up yeah Let's crank it on up yeah With a little bit of luck I can find me a girl with a Truck Yeah We can love it on up yeah 'Til the sun comes up yeah And if you think this life I love is a little too country Truck Yeah Rap or country, city farm It don't matter who you are Got a little fight, got a little love Got a little redneck in your blood Are you one of us? Truck Yeah Wanna get it jacked up yeah Let's crank it on up yeah With a little bit of luck I can find me a girl with a Truck Yeah We can love it on up yeah 'Til the sun comes up yeah And if you think this life I love is a little too country You're right on the money Truck Yeah!
